ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
6561,3,112.75,6,287.5,27,1491.5,0.013968254,0.021326007,5.772982827,0,Nov,1,1,1,2,Returning_Visitor,0,0
11964,4,55.25,0,0,27,705.5,0,0.007901235,0,0,Nov,1,1,9,3,Returning_Visitor,0,0
7048,5,88.83333333,0,0,27,494.6440476,0,0.006781609,0,0,Nov,1,1,1,2,Returning_Visitor,0,0
7782,0,0,0,0,28,475.025,0,0.000446429,0,0,Nov,1,1,6,10,New_Visitor,0,0
6159,0,0,0,0,28,558.4761905,0.016666667,0.016309524,0,0,Nov,1,1,2,2,Returning_Visitor,0,0
9166,0,0,0,0,28,728.9791667,0.029761905,0.032959184,0,0,Nov,1,1,3,2,Returning_Visitor,0,0
11102,2,38.5,0,0,28,770.3095238,0.026666667,0.035396825,0,0,Nov,1,1,1,3,Returning_Visitor,0,0
7711,5,229.3333333,4,115.25,28,1474.530303,0,0.005429293,0,0,Nov,1,1,1,2,Returning_Visitor,0,0
12153,0,0,0,0,29,1102.85,0.009195402,0.028275862,0,0,Nov,1,1,1,3,Returning_Visitor,0,0
6897,1,43.4,0,0,29,432.0222222,0,0.006896552,0,0,Nov,1,1,1,3,New_Visitor,0,0
3903,5,91.31666667,0,0,29,1352.976722,0.01125,0.024522672,7.91345877,0,Nov,1,1,6,1,Returning_Visitor,0,0
11572,2,37.33333333,1,5,30,797.7619048,0.012121212,0.034343434,0,0,Nov,1,1,1,2,Returning_Visitor,0,0
7497,7,1463.333333,0,0,30,1410.238889,0.005263158,0.010557237,0,0,Nov,1,1,4,2,New_Visitor,0,0
4982,4,59.5,2,662,31,1586.154762,0.016666667,0.037334126,0,0,Nov,1,1,1,2,Returning_Visitor,0,0
5167,4,204.2,0,0,31,652.3766667,0.012121212,0.016161616,0,0,Nov,1,1,6,1,Returning_Visitor,0,0
4395,6,239.3333333,0,0,31,1875.169444,0,0.025324675,21.85958403,0,Nov,1,1,1,2,Returning_Visitor,0,0
7839,8,381.45,2,64.5,31,1363.7,0.011111111,0.027830688,13.89178731,0,Nov,1,1,1,2,Returning_Visitor,0,0
10637,0,0,0,0,33,472.3611111,0.012903226,0.014721408,0,0,Nov,1,1,9,2,Returning_Visitor,0,0
5899,1,216.6,0,0,34,1463.8,0.006060606,0.007575758,0,0,Nov,1,1,8,2,Returning_Visitor,0,0
6987,6,83.4,1,102.3,34,970.6266667,0.008823529,0.014313725,0,0,Nov,1,1,6,2,Returning_Visitor,0,0
9754,0,0,0,0,35,806.125,0.012121212,0.024444444,0,0,Nov,1,1,4,2,Returning_Visitor,0,0
5983,3,139,0,0,35,631.9333333,0.005263158,0.015789474,0,0,Nov,1,2,1,2,New_Visitor,0,0
9317,6,207.0928571,1,52.4,35,2239.502857,0.010833333,0.024333333,0,0,Nov,1,1,8,3,Returning_Visitor,0,0
11910,8,760.9,3,206.1,36,2400.667778,0.008527132,0.02372093,0,0,Nov,1,2,7,2,Returning_Visitor,0,0
6191,10,214.6214286,1,114,36,673.6380952,0.019379845,0.032443035,0,0,Nov,1,1,1,2,Returning_Visitor,0,0
7374,0,0,0,0,37,2323.166667,0.010810811,0.018198198,0,0,Nov,1,2,4,2,Returning_Visitor,0,0
4462,0,0,0,0,38,1185.986275,0,0.009501385,0,0,Nov,1,1,4,3,Returning_Visitor,0,0
7427,0,0,0,0,38,1251.932143,0,0.011302211,0,0,Nov,1,1,1,1,Returning_Visitor,0,0
7732,2,73.6,0,0,38,813.6016667,0.004878049,0.037398374,0,0,Nov,1,1,3,1,Returning_Visitor,0,0
4808,5,116.2,0,0,38,1057.033333,0.030769231,0.05,0,0,Nov,1,8,1,1,Returning_Visitor,0,0
4803,4,77.6,0,0,39,1477.154762,0.038157895,0.073976608,0.775318113,0,Nov,1,1,4,3,Returning_Visitor,0,0
5120,4,80.6,0,0,39,639.4933333,0,0.005,0,0,Nov,1,2,1,20,Returning_Visitor,0,0
7935,14,321.2666667,4,230,39,2310.083333,0.005769231,0.02702758,27.03298037,0,Nov,1,1,1,2,Returning_Visitor,0,0
9776,3,315.3333333,1,141.5,42,3009.0875,0.004021164,0.0323655,0,0,Nov,1,1,1,1,Returning_Visitor,0,0
7105,6,165.9487179,2,114,42,2016.115385,0.016,0.028841026,26.65415979,0,Nov,1,1,3,2,Returning_Visitor,0,0
9514,1,25.5,0,0,43,914.2294372,0.013636364,0.025762987,0,0,Nov,1,1,1,1,Returning_Visitor,0,0
9759,2,16,0,0,43,821.275,0.015873016,0.024900794,0,0,Nov,1,1,1,3,Returning_Visitor,0,0
11740,1,73.75,0,0,45,2674.339216,0.000869565,0.020139353,0,0,Nov,1,1,8,1,Returning_Visitor,0,0
12247,4,122.25,0,0,45,2007.522619,0.013043478,0.018657031,0,0,Nov,1,1,4,2,Returning_Visitor,0,0
8457,4,99,3,112.25,46,930.0141026,0.001960784,0.016470588,0,0,Nov,1,1,3,10,Returning_Visitor,0,0
5216,6,62.75,0,0,46,1098.524802,0.007083333,0.016529882,0,0,Nov,1,1,4,8,Returning_Visitor,0,0
10052,4,30.75,0,0,47,1477.394841,0.004166667,0.021527778,0,0,Nov,1,5,1,2,Returning_Visitor,0,0
11941,0,0,0,0,48,1053.952381,0.005434783,0.009815547,0,0,Nov,1,1,1,2,Returning_Visitor,0,0
7442,3,142.5,0,0,48,1052.255952,0.004347826,0.013043478,0,0,Nov,1,8,6,11,Returning_Visitor,0,0
7052,3,171.75,3,264.1,49,1435.772114,0.01509434,0.013579188,0,0,Nov,1,1,1,2,Returning_Visitor,0,0
7799,11,167.4061355,0,0,49,1512.574405,0,0.007188359,0,0,Nov,1,1,3,2,New_Visitor,0,0
8120,15,290.2934078,2,302,49,2011.513765,0.020689655,0.024273772,10.74211393,0,Nov,1,1,2,2,Returning_Visitor,0,0
7250,0,0,0,0,50,1784.516667,0.0016,0.020593939,0,0,Nov,1,1,4,2,Returning_Visitor,0,0
4138,0,0,0,0,50,2549.534524,0.012244898,0.036530612,0,0,Nov,1,2,2,2,Returning_Visitor,0,0
8079,2,223.75,3,165,51,2159.004167,0.013684211,0.037347156,10.22993737,0,Nov,1,1,1,2,Returning_Visitor,0,0
6347,8,403,0,0,52,1616.54816,0,0.003685897,0,0,Nov,1,1,1,3,Returning_Visitor,0,0
9480,14,205.9924242,1,65,52,1090.385281,0.006479313,0.039161584,5.539900181,0,Nov,1,1,1,10,Returning_Visitor,0,0
10866,7,351.0833333,1,131,53,3271.030448,0,0.005527012,13.78150822,0,Nov,1,1,2,4,Returning_Visitor,0,0
5654,0,0,0,0,54,1441.636905,0.008461538,0.004290709,0,0,Nov,1,1,1,2,Returning_Visitor,0,0
6966,13,301.5616883,1,14,55,3328.903752,0.007936508,0.014212018,38.60204838,0,Nov,1,1,1,2,Returning_Visitor,0,0
9296,0,0,0,0,59,3033.689449,0.00756193,0.015479685,0,0,Nov,1,2,3,2,Returning_Visitor,0,0
10773,6,265.0416667,0,0,59,2934.236722,0.006666667,0.022333333,6.099899016,0,Nov,1,2,1,2,Returning_Visitor,0,0
9971,7,193.75,0,0,60,1316.434982,0.003125,0.014393939,0,0,Nov,1,2,3,2,Returning_Visitor,0,0
8060,7,104.45,0,0,63,1242.661699,0.011911765,0.02691802,0,0,Nov,1,1,8,2,Returning_Visitor,0,0
12073,0,0,0,0,64,2264.091667,0.00625,0.008854167,0,0,Nov,1,1,3,10,Returning_Visitor,0,0
9364,3,793.75,1,0,65,3186.958333,0.011594203,0.019935588,0,0,Nov,1,1,4,2,Returning_Visitor,0,0
11151,3,49.5,0,0,68,2853.020833,0.008823529,0.012826797,0,0,Nov,1,1,1,3,Returning_Visitor,0,0
11642,0,0,0,0,69,1238.586029,0.018571429,0.045269841,0,0,Nov,1,8,7,1,Returning_Visitor,0,0
11395,0,0,0,0,70,1652.486111,0,0.008695652,0,0,Nov,1,2,3,8,New_Visitor,0,0
5513,9,177.3333333,0,0,70,2346.220238,0.002898551,0.003457557,0,0,Nov,1,1,5,3,Returning_Visitor,0,0
5070,0,0,3,137.5,71,2487.061777,0.001013514,0.015591693,0,0,Nov,1,2,1,11,Returning_Visitor,0,0
5400,2,11,0,0,72,1706.064885,0.011111111,0.021240391,0,0,Nov,1,1,3,2,Returning_Visitor,0,0
9280,9,303.8666667,0,0,72,3752.66697,0.007042254,0.007280349,0,0,Nov,1,1,1,3,Returning_Visitor,0,0
9239,0,0,3,60.5,74,3105.365207,0.015789474,0.022261905,0,0,Nov,1,2,5,2,Returning_Visitor,0,0
7730,1,2,0,0,79,1319.547421,0.005128205,0.00962556,0,0,Nov,1,1,1,3,Returning_Visitor,0,0
3869,1,28.5,0,0,79,1608.214286,0.002597403,0.007748918,0,0,Nov,1,1,3,3,Returning_Visitor,0,0
9805,8,246.5333333,0,0,79,2150.433333,0.007228916,0.020883534,17.35448787,0,Nov,1,1,1,3,Returning_Visitor,0,0
7843,1,0,2,360,82,6858.672122,0.002409639,0.013380361,0,0,Nov,1,1,3,2,Returning_Visitor,0,0
10177,11,213.9722222,4,92.3,86,3908.03349,0.015178571,0.023856289,5.659271218,0,Nov,1,2,7,1,Returning_Visitor,0,0
5354,0,0,4,115.8,95,2500.128052,0.005342081,0.011832634,0,0,Nov,1,1,3,2,Returning_Visitor,0,0
7887,11,752.3833333,3,14,108,4575.477552,0.016945141,0.026110286,3.401438792,0,Nov,1,1,1,2,Returning_Visitor,0,0
12043,4,98.91666667,0,0,110,4096.712716,0.002654867,0.011061947,0,0,Nov,1,2,6,2,Returning_Visitor,0,0
7287,9,181.275,2,65,120,3283.715359,0.004651163,0.024543027,2.442153455,0,Nov,1,2,1,2,Returning_Visitor,0,0
8225,6,623.5,0,0,122,3068.062904,0.01312,0.016953816,0,0,Nov,1,1,1,2,Returning_Visitor,0,0
6006,16,427.0666667,3,111,122,3492.316304,0.006547137,0.015792367,86.57772177,0,Nov,1,1,1,3,Returning_Visitor,0,0
7137,10,155.8458333,4,155.375,128,4391.876232,0.008759124,0.022411525,0,0,Nov,1,2,1,2,Returning_Visitor,0,0
9940,0,0,3,34.3,137,4045.726634,0.009993099,0.021710569,0,0,Nov,1,2,1,2,Returning_Visitor,0,0
5264,6,268.95,2,153,139,5286.587577,0.002959159,0.018209889,0,0,Nov,1,1,1,3,Returning_Visitor,0,0
8285,5,316.5,4,185.5,144,5757.853961,0.002968037,0.014030074,0,0,Nov,1,1,1,2,Returning_Visitor,0,0
4985,8,825,1,55.5,148,8629.783691,0.0095,0.019155126,1.60801626,0,Nov,1,1,2,2,Returning_Visitor,0,0
4650,11,365.1166667,4,65.5,149,6082.873739,0.011520436,0.027243522,0,0,Nov,1,1,3,2,Returning_Visitor,0,0
8713,7,241.8611111,3,228,154,4755.224054,0.009808489,0.029142563,1.104440234,0,Nov,1,2,2,1,Returning_Visitor,0,0
11925,3,30.5,5,789.125,272,7434.743073,0.00931255,0.022108499,0,0,Nov,1,1,1,2,Returning_Visitor,0,0
7508,7,743.5824176,4,909.25,337,11835.10389,0.005228377,0.015719446,0,0,Nov,1,2,1,2,Returning_Visitor,0,0
4401,1,21.2,0,0,0,0,0.05,0.1,0,0,Oct,1,1,1,5,Returning_Visitor,0,0
10896,0,0,0,0,2,0,0.2,0.2,0,0,Oct,1,2,2,5,Returning_Visitor,0,0
10145,0,0,0,0,2,16.2,0,0.1,0,0,Oct,1,1,1,2,New_Visitor,0,0
8678,2,46.3,0,0,2,48.4,0,0.05,0,0,Oct,1,1,1,3,Returning_Visitor,0,0
6875,3,63,0,0,2,14.6,0,0.016666667,0,0,Oct,1,1,1,2,New_Visitor,0,0
4411,4,175.8666667,0,0,2,5,0,0.04,0,0,Oct,1,1,3,2,New_Visitor,0,0
7894,1,12,0,0,4,63.4,0,0.04,0,0,Oct,1,8,6,20,New_Visitor,0,0
8767,4,53.4,0,0,4,53.4,0,0.025,0,0,Oct,1,1,7,5,New_Visitor,0,0
7473,1,17.2,0,0,6,243.3,0,0.05,22.09581063,0,Oct,1,8,8,1,Returning_Visitor,0,0
10693,3,83.6,0,0,6,314.4,0,0.025,0,0,Oct,1,1,4,2,New_Visitor,0,0
6389,1,45.4,0,0,7,352.7,0,0.014285714,0,0,Oct,1,1,3,4,Returning_Visitor,0,0
5633,7,123.4333333,0,0,7,132.8833333,0,0.006060606,0,0,Oct,1,1,3,2,New_Visitor,0,0
6079,0,0,0,0,8,251.8,0,0.025,0,0,Oct,1,1,1,2,New_Visitor,0,0
6394,0,0,0,0,8,272.9,0.05,0.075,0,0,Oct,1,1,1,1,New_Visitor,0,0
10559,2,67.6,0,0,8,183.8,0,0.02,0,0,Oct,1,1,1,5,New_Visitor,0,0
11865,4,60.2,0,0,8,132.8,0,0.009090909,0,0,Oct,1,1,1,2,Returning_Visitor,0,0
5149,1,55.4,0,0,9,949.6,0,0.046666667,0,0,Oct,1,8,5,11,Returning_Visitor,0,0
8427,2,63.5,0,0,9,99.06666667,0.036363636,0.072727273,0,0,Oct,1,1,1,4,Returning_Visitor,0,0
4707,3,70.4,0,0,9,144.0666667,0,0,0,0,Oct,1,1,1,3,New_Visitor,0,0
12178,2,68.6,0,0,10,279.7666667,0,0.033333333,0,0,Oct,1,2,7,4,New_Visitor,0,0
7331,0,0,0,0,11,650.1666667,0.036363636,0.060606061,0,0,Oct,1,1,6,1,Returning_Visitor,0,0
10970,3,70.6,0,0,11,93.5,0.1,0.107142857,0,0,Oct,1,1,1,3,Returning_Visitor,0,0
4823,4,118.8,0,0,11,805.5,0,0.033333333,0,0,Oct,1,1,9,3,Returning_Visitor,0,0
11917,4,194.4,0,0,12,182.5142857,0,0.001666667,0,0,Oct,1,1,6,2,Returning_Visitor,0,0
4713,5,150.7,0,0,12,201.6,0.026666667,0.04,0,0,Oct,1,1,4,2,New_Visitor,0,0
8397,1,160.2,0,0,13,381.6166667,0,0.011904762,0,0,Oct,1,2,3,2,New_Visitor,0,0
11392,2,29.86666667,2,99.6,13,534.4833333,0,0.004166667,0,0,Oct,1,1,2,2,New_Visitor,0,0
7463,6,378.4666667,0,0,13,950.6666667,0.022222222,0.054444444,0,0,Oct,1,1,1,3,Returning_Visitor,0,0
11111,1,37.2,0,0,14,387.7666667,0.013333333,0.031111111,0,0,Oct,1,8,3,1,Returning_Visitor,0,0
10884,2,171.2,0,0,16,218,0.011111111,0.033333333,0,0,Oct,1,2,6,4,Returning_Visitor,0,0
4211,2,17.2,0,0,18,168.5285714,0.010526316,0.024561404,0,0,Oct,1,1,3,2,Returning_Visitor,0,0
11246,2,17.13333333,0,0,20,1078.2,0.02,0.051166667,0,0,Oct,1,1,1,3,Returning_Visitor,0,0
11543,15,190.55,2,6,21,280.65,0.031313131,0.043198653,0,0,Oct,1,1,7,3,Returning_Visitor,0,0
11482,0,0,0,0,22,641.5166667,0.00952381,0.00952381,34.5222117,0,Oct,1,1,1,2,Returning_Visitor,0,0
4764,6,102.5,0,0,23,351.0333333,0,0.015517241,0,0,Oct,1,1,1,4,Returning_Visitor,0,0
6323,0,0,0,0,24,348.0333333,0.077777778,0.111111111,0,0,Oct,1,1,1,3,Returning_Visitor,0,0
9339,7,109.5,0,0,25,349.6969697,0,0.019047619,0,0,Oct,1,1,1,2,Returning_Visitor,0,0
10459,4,69.96666667,0,0,28,2728.755,0,0.009313725,0,0,Oct,1,1,1,5,Returning_Visitor,0,0
5378,8,452.5,0,0,30,643.4333333,0,0.019047619,0,0,Oct,1,1,9,2,Returning_Visitor,0,0
11924,0,0,0,0,32,875.9333333,0.031770833,0.072395833,0,0,Oct,1,1,3,3,Returning_Visitor,0,0
11186,4,296.2,0,0,33,920.4,0,0.013513514,0,0,Oct,1,1,1,5,Returning_Visitor,0,0
5414,0,0,0,0,37,2960.971429,0.036936937,0.062012012,0,0,Oct,1,1,1,1,Returning_Visitor,0,0
5259,5,226.09,0,0,37,692.87,0,0.001666667,0,0,Oct,1,1,4,4,Returning_Visitor,0,0
3779,2,178.3,2,148.1,39,2237.775,0.004761905,0.012857143,26.41021956,0,Oct,1,1,3,2,Returning_Visitor,0,0
6817,9,138.5666667,1,21.2,39,977.4128571,0.009756098,0.017615176,0,0,Oct,1,1,3,3,Returning_Visitor,0,0
7826,1,45.4,0,0,41,1227.713333,0.019512195,0.041056911,0,0,Oct,1,1,3,3,Returning_Visitor,0,0
4958,2,83.4,2,385.8,41,1194.988132,0,0.018043478,10.25950957,0,Oct,1,1,3,2,Returning_Visitor,0,0
4931,0,0,0,0,42,2084.479524,0.004761905,0.014920635,0,0,Oct,1,1,1,2,Returning_Visitor,0,0
12014,4,160.2,2,21.2,43,1568.320833,0.009183673,0.02292517,28.05716135,0,Oct,1,1,3,2,Returning_Visitor,0,0
9774,1,8,0,0,47,1459.576667,0.010416667,0.017638889,0,0,Oct,1,1,3,3,Returning_Visitor,0,0
9944,0,0,0,0,50,1085.891081,0.025952381,0.041398682,0,0,Oct,1,1,1,4,Returning_Visitor,0,0
3929,11,344.1,2,477.6,57,1475.608427,0.01641791,0.030868963,10.45977002,0,Oct,1,1,3,1,Returning_Visitor,0,0
5590,1,45.4,0,0,60,2580.634935,0,0.009442743,0,0,Oct,1,1,1,2,Returning_Visitor,0,0
8699,14,512.5805785,4,211,61,2362.724563,0.005615082,0.024507322,27.61615655,0,Oct,1,1,3,1,Returning_Visitor,0,0
4329,5,94.6,0,0,69,2222.419048,0.005092593,0.01496142,0,0,Oct,1,1,3,2,Returning_Visitor,0,0
8091,1,16.6,0,0,84,1893.619048,0.016825397,0.030138889,0,0,Oct,1,1,6,3,Returning_Visitor,0,0
11343,11,456.2333333,1,13,89,1904.653507,0.01827957,0.027002924,0,0,Oct,1,1,4,3,Returning_Visitor,0,0
12168,0,0,0,0,1,0,0.2,0.2,0,0,Sep,1,8,1,1,Returning_Visitor,0,0
7613,0,0,0,0,1,0,0.2,0.2,0,0,Sep,1,1,2,2,Returning_Visitor,0,0
12201,2,53.4,0,0,2,0,0.05,0.1,0,0,Sep,1,1,6,3,Returning_Visitor,0,0
12200,3,59.5,0,0,2,13.1,0,0.008333333,0,0,Sep,1,1,4,5,New_Visitor,0,0
6496,0,0,0,0,3,43.4,0.066666667,0.066666667,0,0,Sep,1,1,3,4,Returning_Visitor,0,0
8549,0,0,0,0,3,60.4,0,0.066666667,0,0,Sep,1,1,1,5,Returning_Visitor,0,0
12083,2,36.4,0,0,3,28.2,0,0,55.89978908,0,Sep,1,1,3,2,New_Visitor,0,0
5249,3,54,4,32,4,46,0,0.022222222,0,0,Sep,1,1,1,5,New_Visitor,0,0
11231,5,256.1,2,99.7,4,417.4,0,0.01,0,0,Sep,1,1,6,2,New_Visitor,0,0
11219,0,0,0,0,5,73.1,0,0.02,0,0,Sep,1,1,1,4,Returning_Visitor,0,0
6307,5,100.6,3,216.6,6,432,0,0.024242424,0,0,Sep,1,1,1,5,New_Visitor,0,0
9382,1,0,0,0,8,1340.3,0,0.025,0,0,Sep,1,2,3,4,Returning_Visitor,0,0
9815,6,103.9,3,50.2,9,1759.066667,0.011764706,0.024705882,0,0,Sep,1,1,7,5,Returning_Visitor,0,0
8013,9,181.8166667,0,0,9,126.9166667,0,0.015384615,0,0,Sep,1,1,7,4,Returning_Visitor,0,0
7071,3,124,0,0,10,265.9333333,0,0.015277778,0,0,Sep,1,1,1,2,Returning_Visitor,0,0
11113,4,98.6,0,0,10,63.6,0.090909091,0.090909091,0,0,Sep,1,1,4,3,Returning_Visitor,0,0
5453,2,31.2,0,0,13,385.3,0.00625,0.027083333,0,0,Sep,1,1,1,5,Returning_Visitor,0,0
10491,3,81.6,0,0,13,443.9,0,0.0125,0,0,Sep,1,1,5,5,New_Visitor,0,0
4011,6,142.9111111,0,0,13,264.3396825,0,0.034509804,0,0,Sep,1,1,3,5,Returning_Visitor,0,0
7422,5,368.4,0,0,14,481.9666667,0.010526316,0.031578947,0,0,Sep,1,1,1,2,Returning_Visitor,0,0
8789,7,119.4,0,0,16,743.5314286,0.01,0.02,35.35631939,0,Sep,1,1,8,4,Returning_Visitor,0,0
9612,7,778.4,0,0,17,827.5333333,0,0.018181818,0,0,Sep,1,2,6,2,Returning_Visitor,0,0
7770,12,232.3404762,1,19.2,22,504.0285714,0,0.003763441,0,0,Sep,1,1,1,3,New_Visitor,0,0
10876,0,0,0,0,24,431.2,0.0125,0.055555556,0,0,Sep,1,8,2,1,Returning_Visitor,0,0
11295,0,0,0,0,27,1871.9,0.014814815,0.020740741,0,0,Sep,1,1,1,3,Returning_Visitor,0,0
12327,2,152.2,0,0,28,494.88,0,0.013793103,0,0,Sep,1,8,7,1,New_Visitor,0,0
4186,3,79.6,0,0,28,627.6542857,0.007142857,0.008214286,0,0,Sep,1,2,2,2,Returning_Visitor,0,0
10720,4,245.8,1,0,28,707.9116667,0,0.017241379,0,0,Sep,1,1,3,2,Returning_Visitor,0,0
11371,1,31.2,0,0,31,824.86,0,0.008333333,0,0,Sep,1,1,1,3,New_Visitor,0,0
10484,4,102.6,0,0,34,2633.4,0.018974359,0.020989011,0,0,Sep,1,1,3,4,Returning_Visitor,0,0
10003,0,0,2,38.2,39,873,0.01,0.02,0,0,Sep,1,1,1,4,Returning_Visitor,0,0
12317,5,174.3,0,0,39,794.7131148,0.032954545,0.056528671,0,0,Sep,1,2,1,1,Returning_Visitor,0,0
7316,2,40.8,0,0,45,1668.125238,0.004444444,0.024107744,47.57360345,0,Sep,1,1,4,2,Returning_Visitor,0,0
6933,10,242.6333333,4,23,47,1534.815256,0.022807018,0.036908939,5.194081873,0,Sep,1,1,1,3,Returning_Visitor,0,0
4536,0,0,1,0,48,1062.812542,0,0.027253521,0,0,Sep,1,1,4,2,Returning_Visitor,0,0
6501,1,28.2,1,36.2,130,9447.578514,0.012661499,0.025758194,0,0,Sep,1,2,5,1,Returning_Visitor,0,0
5479,0,0,0,0,1,0,0.2,0.2,0,0,Aug,2,2,1,3,Returning_Visitor,0,0
11908,0,0,0,0,1,0,0.2,0.2,0,0,Aug,2,5,7,1,Returning_Visitor,0,0
11288,0,0,0,0,1,0,0.2,0.2,0,0,Aug,2,2,3,1,Returning_Visitor,0,0
7575,0,0,0,0,1,1195.8,0,0,0,0,Aug,2,2,7,13,Returning_Visitor,0,0
8890,0,0,0,0,2,4,0,0.1,0,0,Aug,2,2,1,1,Returning_Visitor,0,0
6086,0,0,0,0,2,7,0,0.1,0,0,Aug,2,2,6,13,Returning_Visitor,0,0
9667,2,53.85,0,0,2,161.2,0,0,0,0,Aug,2,4,3,1,Returning_Visitor,0,0
6930,2,124,0,0,2,112.8,0,0.025,0,0,Aug,2,2,1,1,New_Visitor,0,0
5761,1,23.2,0,0,3,397.8,0,0,0,0,Aug,2,2,1,4,Returning_Visitor,0,0
8367,0,0,0,0,4,52.3,0,0.1,0,0,Aug,2,2,6,5,Returning_Visitor,0,0
6185,0,0,0,0,4,59.2,0,0.05,0,0,Aug,2,4,9,4,Returning_Visitor,0,0
8503,2,31.6,0,0,4,75.6,0,0.028571429,0,0,Aug,2,2,7,4,Returning_Visitor,0,0
8743,0,0,0,0,5,87.6,0,0.04,0,0,Aug,2,4,1,1,Returning_Visitor,0,0
9574,2,17,0,0,6,35.2,0.025,0.075,0,0,Aug,2,2,7,1,Returning_Visitor,0,0
5341,2,21.2,0,0,7,897.8,0,0.055555556,0,0,Aug,2,2,1,1,Returning_Visitor,0,0
10600,4,120.9,0,0,7,534,0,0.02962963,0,0,Aug,2,2,7,2,Returning_Visitor,0,0
9498,0,0,0,0,8,194.4,0,0.025,0,0,Aug,2,10,6,4,Returning_Visitor,0,0
6626,3,59.2,0,0,9,1261.7,0.016666667,0.05,0,0,Aug,2,5,1,5,Returning_Visitor,0,0
10302,4,365.0333333,0,0,9,461.7333333,0.026666667,0.032991453,33.60744027,0,Aug,2,2,1,2,Returning_Visitor,0,0
7689,2,75.6,2,652.8,10,1143.666667,0,0.023333333,0,0,Aug,2,2,4,2,Returning_Visitor,0,0
7754,2,141,0,0,10,606.6666667,0.008333333,0.026388889,36.672294,0,Aug,2,5,7,4,Returning_Visitor,0,0
5540,4,66.76,0,0,10,267.9,0,0.002777778,0,0,Aug,2,2,7,2,New_Visitor,0,0
6906,1,8,0,0,11,701,0,0.016666667,0,0,Aug,2,2,1,2,Returning_Visitor,0,0
6098,0,0,0,0,12,797.84,0,0.018181818,0,0,Aug,2,2,3,4,Returning_Visitor,0,0
7989,5,44.2,5,801.8,12,235.3,0.002777778,0.035925926,0,0,Aug,2,2,2,2,Returning_Visitor,0,0
6279,5,60.2,0,0,12,165.4,0.0125,0.041666667,0,0,Aug,2,5,3,6,Returning_Visitor,0,0
9912,11,155.6,0,0,12,248.6,0,0.008823529,0,0,Aug,2,7,1,5,New_Visitor,0,0
11479,0,0,0,0,13,70.4,0.138461538,0.143589744,0,0,Aug,2,2,2,13,Returning_Visitor,0,0
10444,1,0,0,0,14,503.6333333,0.013333333,0.033333333,0,0,Aug,2,2,9,2,Returning_Visitor,0,0
6739,2,20.2,0,0,14,1261.316667,0,0.009183673,0,0,Aug,2,2,1,5,Returning_Visitor,0,0
7958,4,68.4,0,0,14,337.5333333,0,0.023529412,0,0,Aug,2,2,7,2,New_Visitor,0,0
8898,0,0,0,0,15,269.4,0.053333333,0.064444444,0,0,Aug,2,2,3,1,Returning_Visitor,0,0
3980,0,0,0,0,15,340.1,0,0.04,0,0,Aug,2,2,1,1,Returning_Visitor,0,0
5352,1,0,3,69,15,352.875,0,0.055555556,0,0,Aug,2,2,3,2,Returning_Visitor,0,0
3770,3,26.7,2,49.4,16,703.3,0,0.01,0,0,Aug,2,4,3,4,Returning_Visitor,0,0
12102,3,36.2,0,0,16,166.7062706,0,0.014705882,0,0,Aug,2,2,6,5,New_Visitor,0,0
11506,0,0,0,0,17,1338.8,0.058823529,0.094117647,0,0,Aug,2,2,3,13,Returning_Visitor,0,0
11437,1,16.2,1,8.1,17,1180.366667,0.010526316,0.052631579,0,0,Aug,2,2,3,4,Returning_Visitor,0,0
8921,5,398.0666667,1,19.2,17,452,0.059064327,0.070737742,0,0,Aug,2,2,3,4,Returning_Visitor,0,0
7690,3,40.6,0,0,18,340.9166667,0,0.018253968,0,0,Aug,2,4,3,5,Returning_Visitor,0,0
5787,3,81.4,0,0,18,240.3,0,0.030434783,0,0,Aug,2,2,1,6,Returning_Visitor,0,0
8391,5,44.74,3,129.75,18,390.4566667,0,0.019230769,0,0,Aug,2,2,1,4,Returning_Visitor,0,0
9636,0,0,0,0,19,753.3,0,0.002222222,0,0,Aug,2,4,1,4,Returning_Visitor,0,0
10653,0,0,0,0,19,1138.793636,0,0.007017544,0,0,Aug,2,4,3,2,Returning_Visitor,0,0
11278,0,0,0,0,22,337.1,0,0.027272727,0,0,Aug,2,4,1,3,Returning_Visitor,0,0
4473,1,9,0,0,22,1889.25,0,0.024603175,0,0,Aug,2,2,7,6,Returning_Visitor,0,0
11155,0,0,0,0,23,798.3,0.026086957,0.047826087,0,0,Aug,2,2,5,1,Returning_Visitor,0,0
7505,1,10,0,0,23,271.5785714,0,0.008333333,0,0,Aug,2,2,4,1,Returning_Visitor,0,0
4594,2,70.6,0,0,23,2244.416667,0,0.009090909,0,0,Aug,2,2,3,3,Returning_Visitor,0,0
8218,4,32.2,2,28.2,23,934.3166667,0,0.01862069,11.28379079,0,Aug,2,2,5,4,Returning_Visitor,0,0
9340,4,65.4,0,0,23,1954.4,0,0.006666667,15.13596148,0,Aug,2,2,3,2,Returning_Visitor,0,0
11109,5,318.2666667,0,0,23,1037.833333,0.017857143,0.039285714,0,0,Aug,2,2,5,1,Returning_Visitor,0,0
